,start_station_id,boro_name
865,7014.12,Manhattan
866,5181.04,Manhattan
867,4792.03,Brooklyn
868,8092.06,Bronx
869,7840.05,Bronx
870,3651.04,Brooklyn
871,6593.15,Manhattan
872,4319.07,Brooklyn
873,7622.12,Manhattan
874,7540.02,Manhattan
875,4853.06,Brooklyn
876,4095.1,Brooklyn
877,7712.04,Bronx
878,4010.15,Brooklyn
879,7753.13,Manhattan
880,6904.06,Manhattan
881,8563.06,Manhattan
882,8428.03,Bronx
883,5303.06,Manhattan
884,4413.08,Brooklyn
885,7654.04,Bronx
886,6190.08,Manhattan
887,5001.08,Manhattan
888,8016.07,Bronx
889,7382.04,Manhattan
890,3699.07,Brooklyn
891,8029.28,Manhattan
892,8137.06,Bronx
893,5297.02,Manhattan
894,6955.01,Manhattan
895,6345.08,Manhattan
896,8441.05,Bronx
897,5820.08,Manhattan
898,5503.01,Brooklyn
899,4971.01,Brooklyn
900,5190.09,Manhattan
901,4151.01,Brooklyn
902,6732.01,Manhattan
903,8119.05,Manhattan
904,3731.11,Brooklyn
905,8336.02,Manhattan
906,4255.05,Brooklyn
907,5379.09,Brooklyn
908,8583.02,Manhattan
909,3696.05,Brooklyn
910,4051.01,Brooklyn
911,8579.09,Manhattan
912,4161.01,Brooklyn
913,5288.09,Manhattan
914,3803.05,Brooklyn
915,3451.01,Brooklyn
916,5025.02,Queens
917,6801.01,Manhattan
918,5073.07,Manhattan
919,6197.08,Manhattan
920,4732.08,Brooklyn
921,6932.15,Manhattan
922,3498.09,Brooklyn
923,8605.06,Bronx
924,6541.03,Manhattan
925,5788.13,Manhattan
926,3905.15,Brooklyn
927,8535.01,Bronx
928,4840.06,Brooklyn
929,4110.1,Brooklyn
930,8320.01,Manhattan
931,3460.01,Brooklyn
932,5430.08,Manhattan
933,7737.06,Bronx
934,5294.04,Manhattan
935,6920.03,Manhattan
936,6998.08,Manhattan
937,4281.08,Brooklyn
938,8033.09,Manhattan
939,6098.1,Manhattan
940,6474.11,Manhattan
941,8100.01,Manhattan
942,7687.05,Bronx
943,7212.05,Manhattan
944,7886.02,Manhattan
945,3208.07,Brooklyn
946,4278.03,Brooklyn
947,4143.03,Brooklyn
948,8226.06,Manhattan
949,7981.16,Manhattan
950,4765.07,Queens
951,7997.08,Manhattan
952,4608.01,Brooklyn
