,start_station_id,start_lat,start_lng
23591638,4261.03,40.68143,-73.92565
23593161,4342.04,40.68487,-73.9293
23620206,4325.03,40.68491,-73.91493
23624398,4491.09,40.688131928,-73.926908612
23636885,4179.03,40.67853,-73.91642
23636982,4087.01,40.67621,-73.90351
23637278,4293.05,40.68158,-73.91959
23637749,4187.04,40.67923,-73.92588
23665203,4170.08,40.678738832,-73.911097169
23758850,4253.02,40.6814658848122,-73.91415685415268
26580730,7727.07,40.8086249,-73.9596214
26580989,3984.02,40.67234,-73.94763
26581180,4074.14,40.676513,-73.959431
26583708,4172.04,40.67955,-73.94709
26584091,4098.06,40.675257444,-73.947408319
26585157,4220.02,40.67922,-73.92192
26588293,4181.1,40.68012,-73.95362
26589051,4140.03,40.677737713,-73.949461102
26589899,3943.03,40.67113,-73.94222
26590298,6514.03,40.75408220615571,-73.94942253828049
26594353,4689.08,40.69465,-73.9343
26597157,4301.07,40.68273,-73.92926
26598403,4089.01,40.675539017,-73.941470981
26603593,3934.04,40.672058463,-73.936485291
26604783,3975.02,40.67297,-73.93896
26605600,3966.01,40.670470357,-73.930562139
26610206,4576.11,40.691990376,-73.932202101
26620122,4246.02,40.680781126,-73.945979714
26621280,4057.04,40.67412,-73.94447
26636314,4366.1,40.683265686,-73.917084575
26639321,4048.03,40.675170541,-73.935595155
26645828,4154.02,40.676696062,-73.930513501
26655417,3862.07,40.66929,-73.93679
26662559,4039.04,40.67404,-73.92772
26674509,4301.04,40.68374,-73.9261
26746515,3966.03,40.672419429,-73.930982947
26771459,4122.03,40.67686,-73.93607
26822002,3934.06,40.6716,-73.93378
26955709,4016.03,40.673069239,-73.941971898
26956083,4025.02,40.67428,-73.9503
26957024,4936.21,40.70378167354831,-73.99073392152786
26966308,4007.01,40.673671007,-73.933590293
26969381,6644.08,40.756403523272496,-73.99410143494606
26969442,3902.06,40.66959,-73.94237
26979682,4072.02,40.674710393,-73.925178885
27021370,3853.02,40.668442607,-73.928130746
27029151,4310.06,40.682863474,-73.934928417
27030638,4113.01,40.67639,-73.92748
27091878,4408.07,40.684555292,-73.920068264
28185664,3999.06,40.67202,-73.92539
28652416,4031.05,40.673708081,-73.921884418
29043043,4500.07,40.68973,-73.93353
29051148,4146.02,40.67717,-73.92285
29051833,3958.02,40.670950413,-73.92228806
29056872,4105.01,40.676076293,-73.921613693
29103311,4290.06,40.682791114,-73.982598782
29131467,3925.03,40.67128,-73.92825
29140059,4131.03,40.676714063,-73.944234729
29148551,3428.04,40.65292829363811,-74.01286482810974
29172036,3950.03,40.671516061,-73.914423108
29219574,4023.05,40.67572391,-73.914149523
29219575,3952.07,40.670866847,-73.950662971
29296686,3845.05,40.668481827,-73.92302525
29424957,8141.05,40.835122799036405,-73.91196817159653
29425128,3991.04,40.67261,-73.91977
29434028,4064.03,40.674329758,-73.916429877
29441127,3885.06,40.670213819,-73.925336003
30130617,3356.07,40.65230357303063,-74.01344954967499
30136463,7113.05,40.774455547,-73.945507526
30145213,4129.1,40.67738,-73.90829
30146354,3934.07,40.672527552,-73.93646431
